RATINGS COLLECTION
{'_id': ObjectId('5b04970c87977f1fec0fb923'), 'userId': 1, 'movieId': 31, 'rating': 2.5, 'timestamp': 1260759144}
{'_id': ObjectId('61b31aa2c577a01b50f1cb95'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b32d27cf61c9c48fc7bbda'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbdb'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbdc'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbdd'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbde'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbdf'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbe0'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbe1'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbe2'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b32d27cf61c9c48fc7bbe3'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b32d968a083f640e6fe129'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b32d968a083f640e6fe12a'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b32d968a083f640e6fe12b'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b32d968a083f640e6fe12c'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b32d968a083f640e6fe12d'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b32d968a083f640e6fe12e'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b32d968a083f640e6fe12f'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b32d968a083f640e6fe130'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b32d968a083f640e6fe131'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b32d968a083f640e6fe132'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b384babb58b92fbc031635'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b384babb58b92fbc031636'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b384babb58b92fbc031637'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b384babb58b92fbc031638'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b384babb58b92fbc031639'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b384babb58b92fbc03163a'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b384babb58b92fbc03163b'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b384babb58b92fbc03163c'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b384babb58b92fbc03163d'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b384babb58b92fbc03163e'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3855e40f420a036db6347'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3855e40f420a036db6348'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3855e40f420a036db6349'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3855e40f420a036db634a'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3855e40f420a036db634b'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3855e40f420a036db634c'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3855e40f420a036db634d'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3855e40f420a036db634e'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3855e40f420a036db634f'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3855e40f420a036db6350'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b385eebbc3404e8d83d61e'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b385eebbc3404e8d83d61f'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b385eebbc3404e8d83d620'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b385eebbc3404e8d83d621'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b385eebbc3404e8d83d622'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b385eebbc3404e8d83d623'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b385eebbc3404e8d83d624'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b385eebbc3404e8d83d625'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b385eebbc3404e8d83d626'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b385eebbc3404e8d83d627'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b386d48788100998924267'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b386d48788100998924268'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b386d48788100998924269'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b386d4878810099892426a'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b386d4878810099892426b'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b386d4878810099892426c'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b386d4878810099892426d'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b386d4878810099892426e'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b386d4878810099892426f'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b386d48788100998924270'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b387bd7d9ab1146cf0e489'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48a'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48b'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48c'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48d'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48e'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b387bd7d9ab1146cf0e48f'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b387bd7d9ab1146cf0e490'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b387bd7d9ab1146cf0e491'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b387bd7d9ab1146cf0e492'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b387f0b1b87896a0d940d9'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b387f0b1b87896a0d940da'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b387f0b1b87896a0d940db'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b387f0b1b87896a0d940dc'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b387f0b1b87896a0d940dd'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b387f0b1b87896a0d940de'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b387f0b1b87896a0d940df'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b387f0b1b87896a0d940e0'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b387f0b1b87896a0d940e1'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b387f0b1b87896a0d940e2'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b38977134fe6ba61ef35b9'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b38977134fe6ba61ef35ba'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b38977134fe6ba61ef35bb'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b38977134fe6ba61ef35bc'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b38977134fe6ba61ef35bd'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b38977134fe6ba61ef35be'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b38977134fe6ba61ef35bf'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b38977134fe6ba61ef35c0'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b38977134fe6ba61ef35c1'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b38977134fe6ba61ef35c2'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b38b0d8bbea020e8148c62'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b38b0d8bbea020e8148c63'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b38b0d8bbea020e8148c64'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b38b0d8bbea020e8148c65'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b38b0d8bbea020e8148c66'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b38b0d8bbea020e8148c67'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b38b0d8bbea020e8148c68'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b38b0d8bbea020e8148c69'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b38b0d8bbea020e8148c6a'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b38b0d8bbea020e8148c6b'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b38b6a815456a6347ae55a'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b38b6a815456a6347ae55b'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b38b6a815456a6347ae55c'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b38b6a815456a6347ae55d'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b38b6a815456a6347ae55e'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b38b6a815456a6347ae55f'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b38b6a815456a6347ae560'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b38b6a815456a6347ae561'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b38b6a815456a6347ae562'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b38b6a815456a6347ae563'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3901ecda50c59744a8e5e'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3901ecda50c59744a8e5f'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3901ecda50c59744a8e60'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3901ecda50c59744a8e61'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3901ecda50c59744a8e62'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3901ecda50c59744a8e63'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3901ecda50c59744a8e64'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3901ecda50c59744a8e65'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3901ecda50c59744a8e66'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3901ecda50c59744a8e67'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3910b16a90088e5bd73da'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3910b16a90088e5bd73db'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3910b16a90088e5bd73dc'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3910b16a90088e5bd73dd'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3910b16a90088e5bd73de'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3910b16a90088e5bd73df'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3910b16a90088e5bd73e0'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3910b16a90088e5bd73e1'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3910b16a90088e5bd73e2'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3910b16a90088e5bd73e3'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b391a4db5d0e20bf43a260'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b391a4db5d0e20bf43a261'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b391a4db5d0e20bf43a262'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b391a4db5d0e20bf43a263'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b391a4db5d0e20bf43a264'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b391a4db5d0e20bf43a265'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b391a4db5d0e20bf43a266'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b391a4db5d0e20bf43a267'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b391a4db5d0e20bf43a268'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b391a4db5d0e20bf43a269'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3921ceeb90fbcf6c35d28'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d29'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2a'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2b'), 'userId': 1, 'movieId': 2355, 'rating': 5, 'timestamp': 978824291}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2c'), 'userId': 1, 'movieId': 1197, 'rating': 3, 'timestamp': 978302268}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2d'), 'userId': 1, 'movieId': 1287, 'rating': 5, 'timestamp': 978302039}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2e'), 'userId': 1, 'movieId': 2804, 'rating': 5, 'timestamp': 978300719}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d2f'), 'userId': 1, 'movieId': 594, 'rating': 4, 'timestamp': 978302268}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d30'), 'userId': 1, 'movieId': 919, 'rating': 4, 'timestamp': 978301368}
{'_id': ObjectId('61b3921ceeb90fbcf6c35d31'), 'userId': 1, 'movieId': 595, 'rating': 5, 'timestamp': 978824268}
RATINGS COLLECTION
{'_id': ObjectId('61b3925a65df5d7c4e20ad43'), 'userId': 1, 'movieId': 661, 'rating': 3, 'timestamp': 978302109}
{'_id': ObjectId('61b3925a65df5d7c4e20ad44'), 'userId': 1, 'movieId': 914, 'rating': 3, 'timestamp': 978301968}
{'_id': ObjectId('61b3925a65df5d7c4e20ad45'), 'userId': 1, 'movieId': 3408, 'rating': 4, 'timestamp': 978300275}
